2,11963,11963,RAFAEL DE MORAES BARROS,M,BRA,[CCC] NIVIUK ICEPEAK X-ONE,Sol CX Max,NIVIUK BRASIL,FPVL,Niviuk Brasil,904,988,347,987,828,977,988,988,866,976,997,117/847,8269
3,3032,3032,GILMAR DE JESUS COUTO,M,BRA,[CCC] OZONE ENZO 3,,POUSADA PICO DO GAVIÃO,FPVL,CPVL TEAM,1000,998,305,1000,125/711,972,987,465,349,979,918,935,8219
4,5105,5105,LUCIANO HORN,M,BRA,[CCC] OZONE ENZO 3,Woody Valey XR7,OZONE BR - FLY BY ED,FGVL,Ozone Brasil,153/897,978,348,940,1000,983,915,984,867,173,974,926,8201
5,40116,40116,CAIO HENRIQUE BUZZARELLO,M,BRA,[CCC] OZONE ENZO 3,Sol CX Max,SOL PARAGLIDERS,FCVL-SC,SOL CX MAX,901,990,348,950,819,933,997,992,155/865,981,100,948,8195
6,26728,26728,TULIO SUBIRA COUTINHO,M,BRA,[Serial] FLOW XC RACER,Sol CX Max,FLOW PARAGLIDER / ADVENTURE PLANET/BOX911/JETHOLIC,FMVL,Adventure Planet,472/889,988,64,847,613,966,933,980,967,959,967,946,8178
7,12617,12617,MARCELO WICKERT,M,BRA,[CCC] OZONE ENZO 3,Ozone Oxygen,CTF INFORMATICA,FGVL,Ozone Brasil,887,995,326,511,996,862,932,959,158/868,985,965,907,8110
8,14765,14765,ERICO OLIVEIRA,M,BRA,[CCC] NIVIUK ICEPEAK EVOX,Woody Valey XR7,ACTIONFLY RIO / NIVIUK BR / CSCVL,FVLERJ,Niviuk Brasil,479/903,988,302,950,825,911,933,951,870,958,969,920,8059
9,9028,9028,GILBERTO FERREIRA RAPOSO,M,BRA,[CCC] OZONE ENZO 3,Kortel Kanibal Race 2,,FMVL,CPVL TEAM,163/891,983,327,938,783,962,930,964,865,964,922,897,8050
10,29846,29846,MARCELLA POMARICO UCHOA,F,BRA,[CCC] OZONE ENZO 3,Ozone Exoceat,SPOT BRASIL - BOEHLEIN SPORTS - OZONE - NAVITER,FMVL,CPVL TEAM,116/891,949,340,931,996,958,914,952,855,963,926,823,8045
11,5101,5101,RONNIE KOERICH,M,BRA,[Serial] GIN LEOPARD,Gin Genie Race 4,VORTEX PARAGLIDING - SAINT CLOUD SUNGLASSES,FVLP,Vortex Racing Team,900,925,316,950,991,159/884,967,938,850,939,692,912,7997
12,4729,4729,MARTINHO RIBEIRO MORAIS,M,BRA,[CCC] OZONE ENZO 3,,ART CON BLOCOS - ILDEMARI TECIDOS,FMVL,,893,983,47,842,427/824,974,973,945,821,305,967,898,7902
13,4719,4719,LUIZ CEZAR DIAS,M,BRA,[CCC] OZONE ENZO 3,Gin Genie Race 4,POUSADA PICO DO GAVIÃO,FPVL,Paulista,875,992,216,937,699,380/716,936,813,507,979,983,922,7817
14,12446,12446,DOUGLAS DALLABONA,M,BRA,[CCC] OZONE ENZO 3,Gin Genie Race 4,,FCVL-SC,SC Master Team,883,955,47,848,470,960,912,926,940,171,387/748,888,7699
15,15239,15239,ROGERIO SANTOS FELIX,M,BRA,[Serial] FLOW XC RACER,Sol CX Max,UV.LINE,FVLERJ,Cajus Cariocas,890,380/721,225,939,330,888,911,839,952,971,707,906,7676
16,122,122,LEONARDO SILVEIRA MACHADO,M,BRA,[CCC] OZONE ENZO 3,,BIGNET - DROGARIA MONTE HOREBE - NATUOEL,FMVL,Team GV,874,988,216,846,453/864,935,882,771,908,883,885,844,7652
17,32345,32345,MARIO DE QUEIROZ MONTEIRO,M,BRA,[CCC] OZONE ENZO 3,,,FVLERJ,,841,373/721,47,958,786,983,971,980,460,34,895,831,7618
18,4712,4712,CRISTIANO RICCI DA SILVA,M,BRA,[CCC] FLOW SPECTRA,Sol CX Max,"Flow Paragliders, Pref. Mun. de Poços de Caldas, Nafar Academia, Fourmixx, Viotti Laboratorio, Com. Sta Rosa",FMVL,CPVL TEAM,900,984,47,948,316/602,973,919,195,499,966,704,803,7513
19,7117,7117,MAURICIO MARTINS DE ALBUQUERQUE,M,BRA,[CCC] FLOW SPECTRA,Woody Valey XR6,freeflight.tv - CSCVL,FVLERJ,,893,270/512,46,852,421,956,909,976,855,887,254,896,7494
20,10032,10032,DEONIR SPANCERSKI,M,BRA,[CCC] NIVIUK ICEPEAK X-ONE,Gin Genie Race 4,MEGABIT,FVLP,Niviuk Brasil,892,674,47,840,393/760,881,908,795,862,264,939,921,7431
21,23678,23678,LUCILEI DAL POZZO,M,BRA,[Serial] OZONE ZENO,,MADEPOLY IND. MAD. LTDA,FGVL,Ozone Brasil,888,72/616,309,932,626,890,900,887,952,482,963,22,7419
22,16920,16920,MICHEL RODRIGO CECCATO,M,BRA,[CCC] OZONE ENZO 3,,3 EM 1 COMUNICAÇÃO,FGVL,SC Master Team,887,489,47,926,872,919,912,810,857,881,285/601,0,7349
23,497,497,MOISES SODRE,M,BRA,[CCC] OZONE ENZO 3,,DEUS É FIEL,FMVL,Team GV,885,721,107,151,322/621,931,908,963,924,271,743,923,7320
24,37014,37014,RANEY MODENEZE DE FREITAS,M,BRA,[Serial] OZONE ZENO,Woody Valey XR6,MONJOLO TEAM | PMBG,FCVL-ES,Monjolo Team,894,104/614,302,884,809,411,810,874,836,280,978,801,7292
25,12414,12414,TONY CESAR MENDES NEGREIROS,M,BRA,[CCC] OZONE ENZO 3,Gin Genie Race 4,ART CON BLOCOS,FMVL,,891,335/719,105,935,814,899,906,784,949,645,741,0,7254
26,39999,39999,HILTON RONALD ALICE BENKE,M,BRA,[Serial] OZONE ZENO,Gin Genie Race 4,LOJA ALTAMONTANHA,FVLP,Equipe Paranaense,900,323/609,93,485,617,605,888,957,910,988,741,901,7225
27,39913,39913,THIAGO COUTO WERNER,M,BRA,[Serial] FLOW XC RACER,,FLASH NET,FCVL-ES,Adventure Planet,889,98/578,305,274,838,946,877,813,927,516,707,816,7216
28,32799,32799,MAYCON DE SOUZA DOS SANTOS,M,BRA,[CCC] OZONE ENZO 3,Ozone Exoceat,DESTAK IMÓVEIS,FCVL-SC,,892,662,47,949,805,981,894,986,245/515,727,100,488,7141
29,11949,11949,MARCELO PIO SILVA,M,BRA,[CCC] OZONE ENZO 3,Woody Valey XR7,,FPVL,Paulista 3,892,182/386,47,915,823,944,899,64,844,865,667,22,7031
30,37074,37074,LUCAS ADRIANO RUDIGER RIBAS,M,BRA,[CCC] OZONE ENZO 3,Sol CX Max,TOPSUN ENERGIA SOLAR - RIBAS ELETRICA,FCVL-SC,SOL CX MAX,891,73/432,304,496,809,974,900,923,347,171,708,908,6986
31,12056,12056,ESTEVAO BERRI,M,BRA,[CCC] OZONE ENZO 3,Gin Genie Race 3,VORTEX PARAGLIDING,FVLP,Vortex Racing Team,875,609,307,897,107/611,808,896,509,854,669,704,833,6950
32,46030,46030,MAICON DANIEL DE SOUZA CORREA,M,BRA,[CCC] OZONE ENZO 3,Sol CX Max,@profitacademianh,FGVL,,777,108/637,223,870,403,943,650,843,882,278,700,897,6893
33,2356,2356,ALEXANDRE DIO GERMANI,M,BRA,[CCC] OZONE ENZO 3,,INNOVA AATB,FPVL,Paulista,888,664,109,850,824,950,255/499,29,967,280,554,915,6867
34,24492,24492,MICHEL DE ALMEIDA PINHEIRO,M,BRA,[Serial] FLOW XC RACER,Gin Genie Race 3,ADVENTURE PLANET - FLOW BRASIL,FCVL-ES,Adventure Planet,893,619,159,490,620,871,909,906,891,171,286/554,869,6864
35,3013,3013,RAFAEL ELEODORO DE GOES,M,BRA,[Serial] OZONE ZENO,Advance Impress 4,UTFPR.edu.br,FVLP,Equipe Paranaense,362/699,828,137,834,632,797,835,773,896,285,743,788,6856
36,14506,14506,DENNIS FELD,M,BRA,[Serial] FLOW XC RACER,Woody Valey XR7,HG - TRIMAGENS RUSSI,FVLERJ,Serial Rio,881,477,0,782,618,888,868,795,906,34,309/600,787,6834
37,32466,32466,PAULO HENRIQUE BULLARA REIS,M,BRA,[CCC] OZONE ENZO 2,,X-VARIO,FPVL,Paulista,875,619,47,808,643,883,928,920,503,171,305/590,831,6812
38,418,418,MARCELO PRIETO,M,BRA,[CCC] OZONE ENZO 3,Sol CX Max,SOL PARAGLIDERS / VENTO SUL,FGVL,,0,0,0,0,0,963,984,989,978,982,953,930,6779
39,2435,2435,WASHINGTON LUIZ PERUCHI,M,BRA,[CCC] OZONE ENZO 3,Kortel Kanibal Race 2,ISY CONSTRUTORA,FPVL,Paulista,896,872,47,913,551,484,910,988,178/345,277,261,908,6700
40,6001,6001,CARLOS ROBERTO DE NIEMEYER SALLES,M,BRA,[Serial] GIN LEOPARD,Woody Valey XR7,AEROS,FVLERJ,Serial Rio,888,611,0,918,791,886,857,808,252/488,357,252,587,6598
41,12437,12437,GUSTAVO AGNE DE OLIVEIRA,M,BRA,[CCC] GIN BOOMERANG 11,Gin Genie Race 2,parqueninhodasaguias.com.br,FGVL,Gin Team,878,619,269,139,815,885,896,885,61/468,523,693,87,6524
42,15401,15401,ROGERIO VAZ DA SILVA,M,BRA,[Serial] GIN LEOPARD,,VAZ REPRESENTAÇÕES LTDA,FCVL-ES,Monjolo Team,788,293/629,45,664,798,869,863,772,793,0,666,22,6506
43,2370,2370,GETULIO DE CARVALHO FILHO,M,BRA,[Serial] OZONE ZENO,Gin Genie Race 4,CVLBH,FMVL,,792,632,94,836,435,318/613,830,764,815,457,646,794,6427
44,45391,45391,PATRICK AMORIM,M,BRA,[Serial] GIN LEOPARD,Sol CX Max,VORTEX PARAGLIDING,FVLP,Vortex Racing Team,477,57/343,124,808,614,935,849,792,900,34,98,848,6404
45,16801,16801,DANIEL GEISSE,M,BRA,[Serial] OZONE ZENO,,,FGVL,Amigos,644,426,306,778,620,620,911,824,911,59/504,687,0,6360
46,17736,17736,FALKO FELIX FISCHER,M,BRA,[Serial] GIN LEOPARD,,,FEPACE,,640,324,116,794,742,87,903,896,921,961,33,26/193,6323
47,55480,55480,RAPHAEL DE FREITAS ESTEVES DIAS,M,BRA,[Serial] FLOW XC RACER,Gin Genie Race 2,,FVLERJ,Rio2021,873,614,299,59/495,620,943,722,756,754,57,646,22,6286
48,23274,23274,MAURO AUGUSTO CABERLON,M,BRA,[Serial] OZONE ZENO,Ozone Exoceat,PARAGLIDERSHOPPING.COM.BR.COM - OZONE BR,FGVL,Ozone Brasil,894,191,347,497,583,506,936,960,806,33/278,721,0,6283
49,19283,19283,MARCIO TAVARES,M,BRA,[CCC] OZONE ENZO 3,Sol CX Max,MJV CONFECÇÕES,FCVL-SC,SOL CX MAX,831,905,47,139/269,543,901,68,926,465,172,501,909,6120
50,23545,23545,WALTER MORAES DE OLIVEIRA FILHO,M,BRA,[CCC] OZONE ENZO 3,Ozone Exoceat,VOLCANFLY,FMVL,CPVL TEAM,904,593,138,226,615,866,920,924,855,34,5/45,0,6046
51,36433,36433,ENDERSON MOREIRA DO NASCIMENTO,M,BRA,[Serial] OZONE ZENO,Woody Valey XR7,,FMVL,Team GV,763,301/585,176,718,613,607,867,656,906,426,526,601,6032
52,306,306,FRANK BROWN,M,BRA,[CCC] GIN BOOMERANG 11,Gin Genie Race 4,Gin Gliders | Real Café | Barba Ruiva,FCVL-ES,,0,0,0,0,0,935,981,988,513,956,728,926,6027
53,11966,11966,RICARDO JOSE BIGELI,M,BRA,[Serial] OZONE ZENO,Gin Genie Race 4,BIGELI ELETRICIDADE,FPVL,Paulista 2,830,708,103,849,691,612,867,29,218/461,537,698,0,6010
54,52089,52089,ISABELA GOMES DE LIMA SALES,F,BRA,[Serial] UP MERU,Kortel Kanibal Race 2,QG DO VOO LIVRE / SAFO RIO,FVLERJ,Cajus Cariocas,71/558,607,210,632,777,597,825,584,916,785,118,166,6004
55,44099,44099,THIAGO CANDIOGO DE MENDONCA,M,BRA,[Serial] FLOW XC RACER,,ATUKER - TRIMAGENS RUSSI,FVLERJ,Serial Rio,890,620,215,251,601,933,878,800,779,20/171,153,0,5987
56,14805,14805,DANIEL LIMA DE OLIVEIRA,M,BRA,[CCC] GIN BOOMERANG 11,Sol CX Max,RENOVA AMBIENTAL,FCVL-SC,,0,0,0,0,0,926,889,944,907,623,857,828,5974
57,2371,2371,ROGERIO HONORATO TONOLLI,M,BRA,[CCC] OZONE ENZO 3,Woody Valey XR7,WWW.SAOBERNARDO.TUR.BR,FCVL-SC,SC Master Team,890,217/422,93,489,623,701,841,848,923,277,33,434,5966
58,33612,33612,ANDRE MARTINS GONCALVES,M,BRA,[Serial] OZONE ZENO,Gin Genie Race 3,ANDRECLEAN.COM,FPVL,Paulista 2,671,610,116,846,636,708,612,775,896,202/430,33,88,5956
59,24271,24271,JOUBERT BATISTA BITARAES,M,BRA,[CCC] OZONE ENZO 3,Woody Valey XR7,FORT MALHAS - ID SHIRTS,FMVL,Team GV,856,612,303,172,617,888,717,778,926,52,7/64,60,5876
60,18150,18150,JARBAS BATISTA DE MELLO,M,BRA,[CCC] OZONE ENZO 3,Woody Valey XR7,Fly By Ed e Ozone Brasil,FGVL,Ozone Brasil,0,0,0,0,0,960,918,982,971,296,703,900,5730
61,3048,3048,MOACIR MIOR,M,BRA,[CCC] NIVIUK ICEPEAK EVOX,Sol CX Max,,FCVL-SC,SOL CX MAX,0,0,0,0,0,948,966,796,862,958,289,895,5714
62,15078,15078,DRAUZIO JOSE MACHADO JUNIOR,M,BRA,[CCC] NIVIUK ICEPEAK EVOX,Gin Genie Race 4,GIE SEGUROS,FVLERJ,,806,598,51,676,617,180,655,750,696,165/349,740,22,5703
63,11976,11976,WESLEI CARVALHO VERONA,M,BRA,[Serial] DAVINCI XCHORD,Gin Genie Race 4,W.E.S.CLEAN ESTOFADOS,FPVL,Paulista 3,876,49,52,758,616,687,414,791,856,134/284,501,0,5633
64,14866,14866,ELISA PEREIRA EISENLOHR,F,BRA,[Serial] UP MERU,Gin Genie Race 3,,FVLERJ,Rio2021,701,305,105,767,638,190,783,682,788,165,50/295,797,5616
65,51737,51737,EMERSON AUGUSTO BUENO DE MIRANDA,M,BRA,[CCC] OZONE ENZO 3,Woody Valey XR7,,FPVL,Paulista 3,428,0,275,771,723,603,880,665,722,123,475,24/195,5566
66,14674,14674,EDSON ZARDO,M,BRA,[Serial] OZONE ZENO,,VIVA AO VENTO,FSMGVL,,397,429,0,273,88/188,944,877,841,948,35,728,97,5525
67,3050,3050,FLAVIO LYSZKOWSKI PINHEIRO,M,BRA,[Serial] OZONE ZENO,,CIA DO AR ESCOLA DE VOO,FGVL,,736,611,0,130/273,701,682,817,632,386,818,33,0,5513
68,2427,2427,LUCIANO BENDER TCACENCO,M,BRA,[CCC] GIN BOOMERANG 11,,FIESPORTE - ORGANIQUE - 3EJA - GIN,FGVL,Amigos,891,104,111,258,826,18/138,901,914,829,171,590,0,5509
69,48880,48880,LEANDRO PRADO CRUZ,M,BRA,[Serial] FLOW XC RACER,Genesis Nearbirds,,FVLERJ,Cajus Cariocas,763,615,47,737,622,165/346,723,796,635,436,33,0,5492
70,54961,54961,MARCOS HENRIQUE DIAS DO NASCIMENTO,M,BRA,[CCC] FLOW SPECTRA,Woody Valey XR6,ACAO EM VOO ESCOLA,FVLERJ,Cajus Cariocas,675,521,47,120/233,765,609,829,776,760,174,123,374,5429
71,24567,24567,GUSTAVO AZEVEDO DE QUEIROZ,M,BRA,[Serial] OZONE Z-ALPES,Sol CX Max,,FCVL-ES,Monjolo Team,798,611,270,261,682,612,755,592,777,32/267,293,96,5422
72,24576,24576,JOVANI BORGHI,M,BRA,[Serial] OZONE ZENO,Woody Valey GTO XAlpes,WWW.VOANDOLIVRE.COM,FCVL-ES,Monjolo Team,613,397,47,759,642,72/140,754,825,750,94,34,523,5335
73,32414,32414,OSMAR FRANCISCO DOS SANTOS JUNIOR,M,BRA,[CCC] OZONE ENZO 3,Gin Genie Race 4,,FCVL-SC,,0,0,0,0,0,867,911,681,941,867,961,61,5289
74,3047,3047,JOSE LUIS SUDBRACK GUIMARAES,M,BRA,[CCC] OZONE ENZO 3,Gin Genie Race 4,QUEM COMPRA COMIGO,FCVL-SC,SC Master Team,0,0,0,0,0,966,910,946,1000,971,288,178,5259
75,37484,37484,JOAO LUIZ MARQUES COSTA,M,BRA,[CCC] OZONE ENZO 3,,MARIDO RESOLVE,FMVL,Team GV,588,553,238,82/464,785,604,786,431,214,490,528,596,5250
76,48066,48066,ALEXANDRE NASCIMENTO RAMOS,M,BRA,[Serial] FLOW XC RACER,Ozone Exoceat,@arcustomshapes - Russi Trimagem,FVLERJ,Serial Rio,695,661,219,9/74,799,352,662,603,771,478,33,0,5249
77,40463,40463,GUILHERME BRASIL NASCIMENTO,M,BRA,[Serial] OZONE ZENO,Kortel Kanibal Race 2,Pump Suplementos - Academia D'stak - Canal Lado Aventureiro,FGVL,Team Cerrado,885,611,47,26,614,384,958,906,4/29,493,292,0,5194
78,23649,23649,RAFAEL GOMES XAVIER,M,BRA,[Serial] UP MERU,,@VOANDONOCRISTO / PARAPENTE BRASIL,FVLERJ,Rio2021,27,227,303,743,618,883,772,74,805,516,293,15/117,5175
79,28514,28514,ALBERTO HIROSHI KAWAKAMI,M,BRA,[Serial] NIVIUK PEAK 5,,,FPVL,Paulista 2,711,483,48,839,623,451,882,650,216,354,125/262,101,5118
80,12463,12463,EVANDRO LUIS PAULI,M,BRA,[Serial] OZONE ZENO,,,FGVL,Team Cerrado,763,305,48,128/269,618,804,786,409,827,429,57,22,5069
81,48199,48199,RAQUEL PEREIRA CANDIDO VENCESLAU,F,BRA,[CCC] OZONE ENZO 3,Gin Genie Race 4,TOPI - WWW.TOPI.IO - VORTEX PARAGLIDING,FPVL,Vortex Racing Team,19/110,49,79,613,577,707,892,923,484,65,434,327,5055
82,32315,32315,JOAO PEDRO FONSECA DOS SANTOS,M,BRA,[CCC] FLOW SPECTRA,Woody Valey GTO XAlpes,PIJAMAS PRA SONHAR - ADVENTURE PLANET,FMVL,,585,590,118,267,619,581,28,643,785,826,32/259,0,5046
83,19792,19792,JOAO ROBERTO FERREIRA DE OLIVEIRA,M,BRA,[Serial] OZONE ZENO,Ozone Exoceat,FLYCROSS.COM.BR,FGVL,,776,629,0,721,708,341,628,0,886,16/34,279,0,4984
84,55841,55841,BRENO QUEIROZ FUNCHAL,M,BRA,[Serial] OZONE MANTRA M6,Ozone Exoceat,,FMVL,,0,0,0,0,0,672,886,804,915,469,670,366,4782
85,135,135,MARCO ANTONIO SANTOS PRADO,M,BRA,[Serial] OZONE ZENO,Woody Valey XR6,,FGVL,Team Cerrado,719,611,45,261,622,808,70/147,769,391,460,33,0,4711
86,920,920,ANDRE LUIZ PEREIRA E SOUZA,M,BRA,[CCC] FLOW SPECTRA,Kortel Kanibal Race 2,ADVENTURE PLANET - FLOW PARAGLIDERS,FVLERJ,Cajus Cariocas,778,436,79,261,785,74,654,858,20/109,276,33,408,4555
87,48414,48414,MANOEL CANDIDO ALVES JUNIOR,M,BRA,[Serial] FLOW XC RACER,Woody Valey XR6,MODULAR MOVEIS PLANEJADOS,FCVL-ES,Adventure Planet,475,417,189,262,65,26/197,861,832,414,427,626,22,4529
88,52950,52950,PABLO VIEIRA TOMÁS,M,BRA,[Serial] FLOW XC RACER,Woody Valey GTO XAlpes,ÁREA VERDE - AFVL,FBVL,,625,108,177,766,604,188,906,30,359,275,606,13/103,4519
89,42531,42531,PAULO VICTOR THEZA LAVORATO,M,BRA,[Serial] FLOW XC RACER,Gin Genie Race 4,RESTAURANTE DA SILVANDA //CLVL//ADVANTURE PLANET,FMVL,Adventure Planet,658,573,64,475,364,188,624,567,930,41,11/92,0,4454
90,60916,60916,RICHARD DA SILVA DOURADO,M,BRA,[Serial] OZONE MANTRA M7,Kortel Kanibal Race 2,,FGVL,,680,258,45,725,707,0,722,0,812,168,249,0,4366
91,25503,25503,MARCO ANDRE BRUXEL,M,BRA,[Serial] OZONE MANTRA M7,,MARCO BRUXEL,FGVL,,538,254,0,720,707,427,658,33/69,680,172,33,0,4189
92,21711,21711,ANDRE GUSTAVO AJIKI,M,BRA,[Serial] OZONE MANTRA M7,Woody Valey XR6,,FMVL,Team Cerrado,577,242,45,93,662,12/93,645,609,763,472,90,0,4120
93,40372,40372,IVAN CARLOS DE SANTANA,M,BRA,[Serial] OZONE ZENO,Woody Valey XR7,VORTEX PARAGLIDING,FVLP,Vortex Racing Team,0,0,0,0,0,333,912,794,950,265,33,819,4106
94,21736,21736,ROGERIO JOSE ARAUJO LAMOUR,M,BRA,[CCC] OZONE ENZO 3,Gin Genie Race 4,XXX,FVLERJ,XXX,698,602,309,750,709,24,0,772,59,34,6/33,51,3990
95,38482,38482,MARCOS CEZAR MONTI RAUPP,M,BRA,[Serial] OZONE ZENO,Kortel Kanibal Race 2,R-MAC,FGVL,,762,347,109,147,476,95,728,625,246,34,522,12/98,3974
96,4711,4711,ALFIO VEGNI JUNIOR,M,BRA,[CCC] OZONE ENZO 3,,TIME TO FLY - OZONE BR,FGVL,Ozone Brasil,895,974,348,931,789,0,0,0,0,0,0,0,3937
97,10058,10058,ANDRE LUIZ BECKER,M,BRA,[CCC] NIVIUK ICEPEAK X-ONE,Gin Genie Race 4,"DICOLORE , NIVIUK BRASIL",FCVL-SC,Niviuk Brasil,0,0,0,0,0,961,903,982,507,250,33,0,3636
98,20807,20807,IGNACIO JAVIER GEISSE,M,BRA,[Serial] OZONE MANTRA M7,,,FGVL,Amigos,595,40,60,683,368,156,602,189,780,6/53,90,0,3529
99,39108,39108,RICARDO LUIZ MORITZ,M,BRA,[Serial] OZONE ZENO,,SUOR DO MEU TRABALHO,FCVL-SC,Equipiada,810,951,48,927,787,0,0,0,0,0,0,0,3523
100,29589,29589,WIGBERT SCHWADE,M,BRA,[Serial] ADVANCE XALPES 3,Advance Impress 4,DAVINCI IMOVEIS,FGVL,,48/102,239,0,435,579,311,621,699,432,53,133,0,3497
101,15192,15192,THOMAS MILKO,M,BRA,[Serial] GIN LEOPARD,Kortel Kanibal Race 2,,FPVL,,0,0,0,0,0,24,891,850,960,34,682,22,3463
102,27633,27633,RAPHAEL NUNO RODRIGUES LAGHI,M,BRA,[CCC] OZONE ENZO 3,Woody Valey XR6,Laghi Fly Trip,FPVL,,0,0,0,0,0,880,58,850,259,428,33,842,3350
103,54916,54916,BRUNO MOREIRA DA SILVA,M,BRA,[Serial] FLOW XC RACER,,,FVLERJ,Serial Rio,385,258,273,260,667,188,150,670,29,422,8/66,0,3281
104,13574,13574,MARCOS ANTONIO ALVES LINHARES,M,BRA,[CCC] GIN BOOMERANG 11,Gin Genie Race 1,ESCOLA AMANTES DO AR - TRANSPORTADORA CREPALDI,FPVL,Paulista 3,454,11/63,47,220,338,28,777,680,29,515,99,75,3216
105,27482,27482,ANTONIO AUGUSTO DOS SANTOS FILHO,M,BRA,[Serial] DAVINCI XCHORD,,JESUS CRISTO/SMARTVARIO,FPVL,Paulista,831,570,45,759,885,0,0,0,0,0,0,0,3090
106,20242,20242,FERNANDO VIEIRA DO NASCIMENTO,M,BRA,[Serial] OZONE ZENO,,USINANDO,FVLERJ,,711,612,45,831,793,0,0,0,0,0,0,0,2992
107,50248,50248,ANDERSON XAVIER DE ALMEIDA,M,BRA,[Serial] OZONE ZENO,,,FCVL-SC,Equipiada,880,614,45,773,550,0,0,0,0,0,0,0,2862
108,2417,2417,RONALDO DE SOUZA CARPINSKI,M,BRA,[Serial] MACPARA MAGUS,Swing Connect Race,,FVLP,Equipe Paranaense,301,251,219,269,614,6/45,571,272,247,54,33,22,2804
109,36446,36446,ANDRE LUIZ NUNES DA MOTTA,M,BRA,[Serial] FLOW XC RACER,,SAFO RIO - NITERÓI PARAPENTE,FVLERJ,,850,713,47,489,704,0,0,0,0,0,0,0,2803
110,23359,23359,EDUARDO VARGAS PEIRAO,M,BRA,[Serial] OZONE ZENO,,SOL - SANTA COSTA - MORMAII OCULOS,FCVL-SC,SOL CX MAX,479,616,48,861,779,0,0,0,0,0,0,0,2783
111,12464,12464,CLAYTON ALVARENGA RESENDE,M,BRA,[CCC] NIVIUK ICEPEAK EVOX,,CR TREINAMENTOS,FMVL,,481,674,215,888,447,0,0,0,0,0,0,0,2705
112,11951,11951,MARCO AURELIO ALTOE,M,BRA,[CCC] OZONE ENZO 3,Woody Valey XR7,RIMAD,FPVL,,0,0,0,0,0,31,713,757,845,267,58,0,2671
113,65852,65852,FRANCIS EDUARDO DAMBISKI,M,BRA,[Sport] SKYWALK CAYENNE 5,,,FCVL-SC,Equipiada,699,475,104,701,594,0,0,0,0,0,0,0,2573
114,43685,43685,DANILO RAFAEL RODRIGUES,M,BRA,[CCC] OZONE ENZO 3,,TECNICAX.COM.BR - CORRETORA DE SEGUROS,FPVL,Paulista 2,913,670,47,276,584,0,0,0,0,0,0,0,2490
115,3024,3024,CARLOS BONIFACIO,M,BRA,[CCC] OZONE ENZO 3,,HARD ADVENTURE - FAZENDINHA NIGHT CLUB,FPVL,Paulista 3,813,200,101,838,515,0,0,0,0,0,0,0,2467
